故障编号,故障名称,故障现象,故障原因,解决办法
urma_524,urma_get_jfr_opt 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jfr_opt 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_525,urma_get_jfr_opt 执行获取 JFR 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->get_jfr_opt；日志路径：URMA_LOG_PATH,urma_get_jfr_opt 调用下层 provider、bond 组件或系统接口处理 JFR 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_526,urma_query_jetty 校验 Jetty 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_query_jetty 在执行查询前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_527,urma_query_jetty 校验 context 无效导致查询流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_query_jetty 在执行查询前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_528,urma_get_jetty_opt 校验 Jetty 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jetty_opt 在执行获取前发现调用方传入的 Jetty 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_529,urma_get_jetty_opt 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_jetty_opt 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_530,urma_get_jetty_opt 执行获取 Jetty 失败导致当前资源状态无法推进,关键日志：匹配 Failed to exec ops->get_jetty_opt；日志路径：URMA_LOG_PATH,urma_get_jetty_opt 调用下层 provider、bond 组件或系统接口处理 Jetty 时返回失败，当前分支携带 ret/errno 等错误结果退出，导致该资源的创建、导入、修改、投递或清理状态无法继续推进。,无
urma_531,urma_get_ip_by_eid 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_ip_by_eid 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_532,urma_get_ip_by_eid 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_ip_by_eid 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_533,urma_get_smac 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_smac 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_534,urma_get_smac 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_smac 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_535,urma_get_dmac 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_dmac 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_536,urma_get_dmac 校验 context 无效导致获取流程拒绝继续执行,关键日志：匹配 Invalid parameter；日志路径：URMA_LOG_PATH,urma_get_dmac 在执行获取前发现调用方传入的 context 不满足当前操作要求，通常是对象为空、状态不匹配或与 provider 能力不一致，因此直接返回错误以避免继续访问非法资源。,无
urma_537,urma_read_sysfs_file 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 snprintf failed；日志路径：URMA_LOG_PATH,urma_read_sysfs_file 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_538,urma_read_sysfs_file 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `Failed open file:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_read_sysfs_file 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_539,urma_read_sysfs_file 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `Failed read file:`、`, ret:`、`, errno:`；日志路径：URMA_LOG_PATH",urma_read_sysfs_file 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_540,read_eid_list_sysyf 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 printf failed, eid idx；日志路径：URMA_LOG_PATH",read_eid_list_sysyf 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_541,read_eid_list_sysyf 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 Failed to read sysfs file；日志路径：URMA_LOG_PATH,read_eid_list_sysyf 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_542,read_eid_sysfs_with_index 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 snprintf failed, eid idx；日志路径：URMA_LOG_PATH",read_eid_sysfs_with_index 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_543,read_eid_sysfs_with_index URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,关键日志：匹配 Failed to read sysfs file；日志路径：URMA_LOG_PATH,read_eid_sysfs_with_index 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 设备 状态。,无
urma_544,read_eid_sysfs_with_index URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,"关键日志：依次匹配 `Failed to parse eid value, dev name:`、`, eid idx:`；日志路径：URMA_LOG_PATH",read_eid_sysfs_with_index 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 设备 状态。,无
urma_545,urma_ioctl_get_eid_list URMA 控制面命令 ioctl 下发内核驱动失败导致用户态操作中断,关键日志：匹配 Failed to open urma cdev with path；日志路径：URMA_LOG_PATH,urma_ioctl_get_eid_list 通过 fd 向内核驱动下发URMA 控制面命令请求时，ioctl 返回失败，说明内核驱动没有完成对应控制面动作，用户态无法取得或更新 设备 状态。,无
urma_546,urma_query_device_attr 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 Failed to get cdev_path, dev_name；日志路径：URMA_LOG_PATH",urma_query_device_attr 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_547,urma_query_device_attr 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：匹配 Failed to open urma cdev, path；日志路径：URMA_LOG_PATH",urma_query_device_attr 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_548,urma_parse_rsvd_jetty_range 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 parse sysfs: failed；日志路径：URMA_LOG_PATH,urma_parse_rsvd_jetty_range 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_549,urma_parse_rsvd_jetty_range 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,关键日志：匹配 parse rsvd jetty: failed；日志路径：URMA_LOG_PATH,urma_parse_rsvd_jetty_range 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
urma_550,urma_parse_port_attr 读取或解析 sysfs 设备/EID/端口信息失败导致设备信息不可用,"关键日志：依次匹配 `snprintf failed, path:`、`, port_num:`；日志路径：URMA_LOG_PATH",urma_parse_port_attr 依赖 sysfs 中的设备、EID、端口、能力或 cdev 路径信息枚举 URMA 设备并构建设备属性，但文件打开、读取、格式化路径或内容解析失败，导致设备、端口或 EID 信息无法被用户态正确使用。,无
