故障编码,故障域,故障名称,故障表现（验证方法）,故障原因,解决办法
urma_475,OS,EID信息的sysfs读取或解析失败,关键日志：匹配`read_eid_list_sysyf`，匹配`Failed to read sysfs file`；日志路径：系统日志文件（URMA_LOG_PATH）,函数需要从sysfs获取EID信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_476,URMA,读取EID过程中依赖步骤失败,"关键日志：匹配`read_eid_sysfs_with_index`，匹配`snprintf failed, eid idx:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于读取EID，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_477,OS,EID信息的sysfs读取或解析失败,关键日志：匹配`read_eid_sysfs_with_index`，匹配`Failed to read sysfs file`；日志路径：系统日志文件（URMA_LOG_PATH）,函数需要从sysfs获取EID信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_478,OS,EID信息的sysfs读取或解析失败,"关键日志：匹配`read_eid_sysfs_with_index`，匹配`Failed to parse eid value, dev name:`，匹配`, eid idx:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数需要从sysfs获取EID信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_479,OS,EID信息的sysfs读取或解析失败,关键日志：匹配`urma_ioctl_get_eid_list`，匹配`Failed to open urma cdev with path`；日志路径：系统日志文件（URMA_LOG_PATH）,函数需要从sysfs获取EID信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_480,OS,EID信息的sysfs读取或解析失败,"关键日志：匹配`urma_query_device_attr`，匹配`Failed to get cdev_path, dev_name:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数需要从sysfs获取EID信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_481,OS,字符设备路径信息的sysfs读取或解析失败,"关键日志：匹配`urma_query_device_attr`，匹配`Failed to open urma cdev, path`；日志路径：系统日志文件（URMA_LOG_PATH）",函数需要从sysfs获取字符设备路径信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_482,URMA,解析端口过程中依赖步骤失败,"关键日志：匹配`urma_parse_port_attr`，匹配`snprintf failed, path:`，匹配`, port_num:`，匹配`hu.`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于解析端口，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_483,URMA,执行设备过程中依赖步骤失败,"关键日志：匹配`urma_discover_sysfs_path`，匹配`snprintf failed, dev_name:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于执行设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_484,OS,设备、EID、端口、能力或字符设备路径信息的sysfs读取或解析失败,"关键日志：匹配`urma_scan_sysfs_devices`，匹配`open failed, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数需要从sysfs获取设备、EID、端口、能力或字符设备路径信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_485,OS,释放sysfs过程中依赖步骤失败,"关键日志：匹配`urma_scan_sysfs_devices`，匹配`Failed close dir:`，匹配`, errno:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于释放sysfs，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_486,用户,JFS对象、WR对象无效导致读取JFS失败,关键日志：匹配`urma_read`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于读取JFS，调用方传入的JFS对象、WR对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_487,用户,设置线程所需输入对象无效导致设置线程失败,关键日志：匹配`urma_log_set_thread_tag`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于设置线程，调用方传入的设置线程所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_488,URMA,获取URMA资源过程中依赖步骤失败,关键日志：匹配`urma_open_drivers`，匹配`Failed to get dl addr:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取URMA资源，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_489,用户,设备对象、sysfs设备信息无效导致查询设备失败,关键日志：匹配`urma_query_device`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于查询设备，调用方传入的设备对象、sysfs设备信息不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_490,URMA,查询设备过程中依赖步骤失败,"关键日志：匹配`urma_query_device`，匹配`Failed to query device attr, ret:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于查询设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_491,用户,设备对象、sysfs设备信息无效导致查询设备失败,关键日志：匹配`urma_query_device`，匹配`Invalid dev_name.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于查询设备，调用方传入的设备对象、sysfs设备信息不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_492,URMA,获取设备过程中依赖步骤失败,"关键日志：匹配`urma_query_device`，匹配`urma get device list failed, device_num:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于获取设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_493,URMA,查询设备过程中依赖步骤失败,关键日志：匹配`urma_query_device`，匹配`device list name:`，匹配`does not match dev_name:`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于查询设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_494,URMA,获取设备过程中依赖步骤失败,关键日志：匹配`urma_query_device`，匹配`urma get device list failed!`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取设备，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_495,用户,设备对象、sysfs设备信息、provider操作表无效导致查询设备失败,关键日志：匹配`urma_query_eid`，匹配`Invalid parameter with err dev or ops.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于查询设备，调用方传入的设备对象、sysfs设备信息、provider操作表不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_496,URMA,查询EID过程中依赖步骤失败,关键日志：匹配`urma_query_eid`，匹配`Failed to query eid.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于查询EID，执行过程中依赖的参数校验、状态转换、下层provider调用或系统资源处理未成功，导致本次URMA操作失败。,无
urma_497,OS,EID信息的sysfs读取或解析失败,"关键日志：匹配`urma_query_eid`，匹配`Failed to open urma cdev with path`，匹配`, dev_fd:`；日志路径：系统日志文件（URMA_LOG_PATH）",函数需要从sysfs获取EID信息来构建设备上下文，文件打开、读取或内容解析失败导致URMA无法完成设备发现或能力初始化。,无
urma_498,用户,URMA context无效导致获取context失败,关键日志：匹配`urma_get_uasid`，匹配`Invalid parameter.`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于获取context，调用方传入的URMA context不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_499,用户,执行线程所需输入对象无效导致初始化线程失败,"关键日志：匹配`urma_perf_thread_exit_cleanup`，匹配`Urma perf thread cleanup, thread index`，匹配`is invalid.`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于初始化线程，调用方传入的执行线程所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_500,用户,获取URMA资源所需输入对象无效导致获取锁失败,"关键日志：匹配`urma_get_perf_info`，匹配`Urma perf info get failed, perf_buf or length is invalid`；日志路径：系统日志文件（URMA_LOG_PATH）",函数用于获取锁，调用方传入的获取URMA资源所需输入对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_501,URMA,获取锁过程中依赖步骤失败,"关键日志：匹配`urma_get_perf_info`，匹配`Urma perf get info failed, need`，匹配`bytes buffer, but only`，匹配`provided`；日志路径：系统日志文件（URMA_LOG_PATH）；向下级匹配。",向下级匹配。,向下级匹配。
urma_502,硬件,物理 JFR导入时下层资源准备失败,关键日志：匹配`bondp_import_pjfr`，匹配`Failed to import tjfr`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责导入物理 JFR，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_503,硬件,JFR导入时下层资源准备失败,关键日志：匹配`bondp_unimport_pjfr`，匹配`RM jfr import requires drv_ext.vjfs`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责导入JFR，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_504,硬件,健康检查导入时下层资源准备失败,关键日志：匹配`import_check_tseg_by_import_result`，匹配`Failed to import health check seg (`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责导入健康检查，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
urma_505,URMA,健康检查清理阶段下层释放操作失败,关键日志：匹配`bondp_unimport_health_check_tseg`，匹配`Failed to unimport health check seg (`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责释放或撤销健康检查相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_506,URMA,Segment清理阶段下层释放操作失败,关键日志：匹配`bondp_delete_pseg`，匹配`Failed to unregister pseg`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责释放或撤销Segment相关资源，下层provider、驱动或引用状态返回失败，可能残留已创建的URMA资源。,无
urma_507,用户,Segment对象无效导致创建Segment失败,关键日志：匹配`bondp_create_pseg`，匹配`Invalid segment address for bondp seg`；日志路径：系统日志文件（URMA_LOG_PATH）,函数用于创建Segment，调用方传入的Segment对象不满足接口前置条件，无法继续完成本次URMA操作。,无
urma_508,硬件,Segment注册时下层资源准备失败,关键日志：匹配`bondp_create_pseg`，匹配`Failed to register pseg`；日志路径：系统日志文件（URMA_LOG_PATH）,函数负责注册Segment，依赖的provider接口、驱动命令、子资源或路由信息未成功返回，导致资源无法建立。,无
